Name,Team,Position,Date,Notes
Kyle Lowry,Miami Heat,PG,07/05/2017,activated from IL
Kyle Lowry,Miami Heat,PG,09/01/2018,placed on IL with bruised tailbone
Kyle Lowry,Miami Heat,PG,15/01/2018,activated from IL
Kyle Lowry,Miami Heat,PG,16/03/2018,placed on IL for rest
Kyle Lowry,Miami Heat,PG,18/03/2018,activated from IL
Kyle Lowry,Miami Heat,PG,01/12/2018,sore back (DTD)
Kyle Lowry,Miami Heat,PG,03/12/2018,returned to lineup
Kyle Lowry,Miami Heat,PG,14/12/2018,left thigh injury (DTD)
Kyle Lowry,Miami Heat,PG,16/12/2018,placed on IL with left thigh injury
Kyle Lowry,Miami Heat,PG,22/12/2018,activated from IL
Kyle Lowry,Miami Heat,PG,26/12/2018,placed on IL with sore lower back
Kyle Lowry,Miami Heat,PG,03/01/2019,activated from IL
Kyle Lowry,Miami Heat,PG,06/01/2019,returned to lineup
Kyle Lowry,Miami Heat,PG,03/02/2019,placed on IL with sore lower back
Kyle Lowry,Miami Heat,PG,05/02/2019,activated from IL
Kyle Lowry,Miami Heat,PG,14/03/2019,placed on IL with sprained left ankle
Kyle Lowry,Miami Heat,PG,18/03/2019,activated from IL
Kyle Lowry,Miami Heat,PG,20/03/2019,placed on IL with sprained right ankle
Kyle Lowry,Miami Heat,PG,24/03/2019,activated from IL
Kyle Lowry,Miami Heat,PG,09/11/2019,fractured left thumb (out indefinitely)
Kyle Lowry,Miami Heat,PG,10/11/2019,placed on IL with fractured left thumb
Kyle Lowry,Miami Heat,PG,03/12/2019,activated from IL
Kyle Lowry,Miami Heat,PG,08/02/2020,placed on IL with neck injury
Kyle Lowry,Miami Heat,PG,10/02/2020,activated from IL
Kyle Lowry,Miami Heat,PG,10/08/2020,placed on IL with sore lower back
Kyle Lowry,Miami Heat,PG,12/08/2020,activated from IL
Kyle Lowry,Miami Heat,PG,26/08/2020,sprained left ankle (DTD)
Markieff Morris,Miami Heat,PF,28/03/2012,flu (DNP)
Markieff Morris,Miami Heat,PF,14/11/2015,sprained left knee (DTD)
Markieff Morris,Miami Heat,PF,18/11/2015,returned to lineup
Markieff Morris,Miami Heat,PF,02/12/2015,placed on IL with bruised left knee
Markieff Morris,Miami Heat,PF,04/12/2015,activated from IL
Markieff Morris,Miami Heat,PF,09/12/2015,placed on IL with illness
Markieff Morris,Miami Heat,PF,11/12/2015,activated from IL
Markieff Morris,Miami Heat,PF,21/01/2016,strained right shoulder (DTD)
Markieff Morris,Miami Heat,PF,26/01/2016,returned to lineup
Markieff Morris,Miami Heat,PF,27/03/2016,strained right calf (DTD)
Markieff Morris,Miami Heat,PF,29/03/2016,returned to lineup
Markieff Morris,Miami Heat,PF,29/03/2016,activated from IL (P)
Markieff Morris,Miami Heat,PF,11/04/2016,placed on IL (out for season)
Markieff Morris,Miami Heat,PF,14/12/2016,sore left foot (DTD)
Markieff Morris,Miami Heat,PF,16/12/2016,returned to lineup
Markieff Morris,Miami Heat,PF,08/02/2017,placed on IL with tightness in right calf
Markieff Morris,Miami Heat,PF,10/02/2017,activated from IL
Markieff Morris,Miami Heat,PF,17/03/2017,placed on IL with illness
Markieff Morris,Miami Heat,PF,20/03/2017,placed on IL
Markieff Morris,Miami Heat,PF,20/03/2017,activated from IL
Markieff Morris,Miami Heat,PF,06/04/2017,placed on IL with sore right ankle
Markieff Morris,Miami Heat,PF,08/04/2017,activated from IL
Markieff Morris,Miami Heat,PF,12/04/2017,rest (DTD)
Markieff Morris,Miami Heat,PF,16/04/2017,returned to lineup
Markieff Morris,Miami Heat,PF,22/09/2017,surgery to repair sports hernia (out indefinitely)
Markieff Morris,Miami Heat,PF,18/10/2017,placed on IL recovering from surgery to repair sports hernia
Markieff Morris,Miami Heat,PF,01/11/2017,activated from IL
Markieff Morris,Miami Heat,PF,13/12/2017,sore right hip (DTD)
Markieff Morris,Miami Heat,PF,15/12/2017,returned to lineup
Markieff Morris,Miami Heat,PF,20/12/2017,activated from IL
Markieff Morris,Miami Heat,PF,10/02/2018,illness (DTD)
Markieff Morris,Miami Heat,PF,14/02/2018,returned to lineup
Markieff Morris,Miami Heat,PF,30/10/2018,placed on IL with concussion
Markieff Morris,Miami Heat,PF,02/11/2018,activated from IL
Markieff Morris,Miami Heat,PF,28/12/2018,placed on IL with stiff neck
Markieff Morris,Miami Heat,PF,29/12/2018,activated from IL
Markieff Morris,Miami Heat,PF,02/01/2019,placed on IL with neck injury
Markieff Morris,Miami Heat,PF,08/02/2019,activated from IL
Markieff Morris,Miami Heat,PF,13/03/2019,sore neck (DTD)
Markieff Morris,Miami Heat,PF,14/03/2019,returned to lineup
Markieff Morris,Miami Heat,PF,06/12/2019,neck injury (DTD)
Markieff Morris,Miami Heat,PF,08/12/2019,returned to lineup
Markieff Morris,Miami Heat,PF,27/12/2019,sprained left foot (DTD)
Markieff Morris,Miami Heat,PF,28/12/2019,placed on IL with sprained left foot
Markieff Morris,Miami Heat,PF,11/01/2020,activated from IL
Markieff Morris,Miami Heat,PF,02/02/2020,right hip injury (DTD)
Markieff Morris,Miami Heat,PF,05/02/2020,placed on IL with illness
Markieff Morris,Miami Heat,PF,10/02/2020,activated from IL
Victor Oladipo,Miami Heat,SG,05/03/2014,sore left ankle (DNP)
Victor Oladipo,Miami Heat,SG,08/03/2014,placed on IL with sore left ankle
Victor Oladipo,Miami Heat,SG,10/03/2014,activated from IL
Victor Oladipo,Miami Heat,SG,25/10/2014,surgery to repair facial fracture (out indefinitely)
Victor Oladipo,Miami Heat,SG,28/10/2014,placed on IL recovering from surgery to repair facial fracture
Victor Oladipo,Miami Heat,SG,14/11/2014,activated from IL
Victor Oladipo,Miami Heat,SG,31/01/2015,placed on IL with strained/sore right Achilles
Victor Oladipo,Miami Heat,SG,02/02/2015,activated from IL
Victor Oladipo,Miami Heat,SG,12/11/2015,concussion (DTD)
Victor Oladipo,Miami Heat,SG,13/11/2015,placed on IL with concussion
Victor Oladipo,Miami Heat,SG,18/11/2015,activated from IL
Victor Oladipo,Miami Heat,SG,18/01/2016,placed on IL with sprained knee
Victor Oladipo,Miami Heat,SG,18/01/2016,activated from IL
Victor Oladipo,Miami Heat,SG,22/01/2016,activated from IL (CBC P)
Victor Oladipo,Miami Heat,SG,04/03/2016,placed on IL with bruised/sore lower back
Victor Oladipo,Miami Heat,SG,07/03/2016,activated from IL
Victor Oladipo,Miami Heat,SG,25/03/2016,sore right wrist (DTD)
Victor Oladipo,Miami Heat,SG,29/03/2016,returned to lineup
Victor Oladipo,Miami Heat,SG,10/04/2016,concussion (DTD)
Victor Oladipo,Miami Heat,SG,13/04/2016,placed on IL with concussion (out for season)
Victor Oladipo,Miami Heat,SG,13/12/2016,sprained right wrist (DTD)
Victor Oladipo,Miami Heat,SG,19/12/2016,placed on IL with sprained right wrist
Victor Oladipo,Miami Heat,SG,31/12/2016,activated from IL
Victor Oladipo,Miami Heat,SG,24/02/2017,placed on IL with back spasms
Victor Oladipo,Miami Heat,SG,28/02/2017,activated from IL
Victor Oladipo,Miami Heat,SG,02/03/2017,placed on IL with back injury
Victor Oladipo,Miami Heat,SG,07/03/2017,activated from IL
Victor Oladipo,Miami Heat,SG,25/11/2017,placed on IL with bruised right knee
Victor Oladipo,Miami Heat,SG,27/11/2017,activated from IL
Victor Oladipo,Miami Heat,SG,27/12/2017,placed on IL with sore right knee
Victor Oladipo,Miami Heat,SG,06/01/2018,activated from IL
Victor Oladipo,Miami Heat,SG,05/02/2018,placed on IL with illness
Victor Oladipo,Miami Heat,SG,07/02/2018,activated from IL
Victor Oladipo,Miami Heat,SG,10/04/2018,placed on IL with sore right foot
Victor Oladipo,Miami Heat,SG,15/04/2018,activated from IL
Victor Oladipo,Miami Heat,SG,19/11/2018,placed on IL with sore right knee
Victor Oladipo,Miami Heat,SG,12/12/2018,activated from IL
Victor Oladipo,Miami Heat,SG,24/01/2019,surgery on right knee to repair ruptured quadriceps tendon (out for season)
Victor Oladipo,Miami Heat,SG,26/01/2019,placed on IL recovering from surgery on right knee to repair ruptured quadriceps tendon (out for season)
Victor Oladipo,Miami Heat,SG,29/01/2020,activated from IL
Victor Oladipo,Miami Heat,SG,23/02/2020,placed on IL with sore lower back
Victor Oladipo,Miami Heat,SG,27/02/2020,activated from IL
Victor Oladipo,Miami Heat,SG,02/03/2020,placed on IL with sore right knee
Victor Oladipo,Miami Heat,SG,06/03/2020,activated from IL
Victor Oladipo,Miami Heat,SG,14/08/2020,placed on IL with sore left ankle
Victor Oladipo,Miami Heat,SG,18/08/2020,activated from IL
Victor Oladipo,Miami Heat,SG,18/08/2020,sore left eye (DTD)
Max Strus,Miami Heat,SG,23/10/2019,placed on IL
Max Strus,Miami Heat,SG,20/11/2019,activated from IL
Max Strus,Miami Heat,SG,25/11/2019,placed on IL
Max Strus,Miami Heat,SG,27/11/2019,activated from IL
Max Strus,Miami Heat,SG,04/12/2019,placed on IL
Max Strus,Miami Heat,SG,09/12/2019,activated from IL
Max Strus,Miami Heat,SG,11/12/2019,placed on IL
Max Strus,Miami Heat,SG,23/12/2019,torn ACL in left knee (out for season)
P.J. Tucker,Miami Heat,PF,08/12/2012,sprained right knee (DTD)
P.J. Tucker,Miami Heat,PF,12/12/2012,returned to lineup
P.J. Tucker,Miami Heat,PF,17/11/2014,placed on IL
P.J. Tucker,Miami Heat,PF,19/11/2014,activated from IL
P.J. Tucker,Miami Heat,PF,21/01/2016,bruised chest (left game)
P.J. Tucker,Miami Heat,PF,15/09/2016,surgery on lower back (out indefinitely)
P.J. Tucker,Miami Heat,PF,02/04/2017,placed on IL with sore left knee
P.J. Tucker,Miami Heat,PF,04/04/2017,activated from IL
Gabe Vincent,Miami Heat,PG,08/01/2020,placed on IL
Gabe Vincent,Miami Heat,PG,27/01/2020,activated from IL
Gabe Vincent,Miami Heat,PG,01/02/2020,placed on IL
Gabe Vincent,Miami Heat,PG,05/02/2020,activated from IL
Gabe Vincent,Miami Heat,PG,20/02/2020,placed on IL
Gabe Vincent,Miami Heat,PG,24/02/2020,activated from IL
Gabe Vincent,Miami Heat,PG,28/02/2020,placed on IL
Gabe Vincent,Miami Heat,PG,29/02/2020,activated from IL
Gabe Vincent,Miami Heat,PG,06/03/2020,placed on IL
Gabe Vincent,Miami Heat,PG,08/03/2020,activated from IL
Gabe Vincent,Miami Heat,PG,01/08/2020,placed on IL
Gabe Vincent,Miami Heat,PG,03/08/2020,activated from IL
Gabe Vincent,Miami Heat,PG,06/08/2020,placed on IL with sore right knee
Gabe Vincent,Miami Heat,PG,08/08/2020,activated from IL
Gabe Vincent,Miami Heat,PG,13/08/2020,placed on IL with sprained right shoulder
Gabe Vincent,Miami Heat,PG,04/09/2020,activated from IL
Gabe Vincent,Miami Heat,PG,23/09/2020,sore right knee (DTD)
Mo Bamba,Orlando Magic,C,09/01/2019,sore left foot (DTD)
Mo Bamba,Orlando Magic,C,12/01/2019,placed on IL with sore left foot
Mo Bamba,Orlando Magic,C,18/01/2019,activated from IL
Mo Bamba,Orlando Magic,C,02/02/2019,left leg injury (DTD)
Mo Bamba,Orlando Magic,C,05/02/2019,placed on IL with left tibia injury (out for season)
Mo Bamba,Orlando Magic,C,27/12/2019,placed on IL with sprained right ankle
Mo Bamba,Orlando Magic,C,30/12/2019,activated from IL
Mo Bamba,Orlando Magic,C,12/02/2020,placed on IL with illness
Mo Bamba,Orlando Magic,C,20/02/2020,activated from IL
Mo Bamba,Orlando Magic,C,11/08/2020,migraine headache (DTD)
Mo Bamba,Orlando Magic,C,12/08/2020,returned to lineup
Mo Bamba,Orlando Magic,C,14/08/2020,placed on IL with COVID-19 coronavirus (out for season)
Wendell Carter Jr.,Orlando Magic,C,16/01/2019,sprained left thumb (out for season)
Wendell Carter Jr.,Orlando Magic,C,17/01/2019,placed on IL with sprained left thumb (out for season)
Wendell Carter Jr.,Orlando Magic,C,07/01/2020,sprained right ankle (DTD)
Wendell Carter Jr.,Orlando Magic,C,08/01/2020,placed on IL with high right ankle sprain
Wendell Carter Jr.,Orlando Magic,C,29/02/2020,activated from IL
Michael Carter-Williams,Orlando Magic,PG,13/11/2013,bruised left foot (DNP)
Michael Carter-Williams,Orlando Magic,PG,15/11/2013,bruised left foot (DNP)
Michael Carter-Williams,Orlando Magic,PG,16/11/2013,bruised left foot (DNP)
Michael Carter-Williams,Orlando Magic,PG,18/11/2013,bruised left foot (DNP)
Michael Carter-Williams,Orlando Magic,PG,06/12/2013,sore right knee (DNP)
Michael Carter-Williams,Orlando Magic,PG,07/12/2013,sore right knee (DNP)
Michael Carter-Williams,Orlando Magic,PG,09/12/2013,sore right knee (DNP)
Michael Carter-Williams,Orlando Magic,PG,11/12/2013,skin infection (DNP)
Michael Carter-Williams,Orlando Magic,PG,13/12/2013,skin infection (DNP)
Michael Carter-Williams,Orlando Magic,PG,14/12/2013,skin infection (DNP)
Michael Carter-Williams,Orlando Magic,PG,16/12/2013,skin infection (DNP)
Michael Carter-Williams,Orlando Magic,PG,01/02/2014,sore right shoulder (DNP)
Michael Carter-Williams,Orlando Magic,PG,06/05/2014,surgery on right shoulder to repair torn labrum (out indefinitely)
Michael Carter-Williams,Orlando Magic,PG,29/10/2014,recovering from surgery on right shoulder to repair torn labrum (DNP)
Michael Carter-Williams,Orlando Magic,PG,31/10/2014,recovering from surgery on right shoulder to repair torn labrum (DTD)
Michael Carter-Williams,Orlando Magic,PG,13/11/2014,returned to lineup
Michael Carter-Williams,Orlando Magic,PG,03/01/2015,sore right shoulder (DTD)
Michael Carter-Williams,Orlando Magic,PG,05/01/2015,returned to lineup
Michael Carter-Williams,Orlando Magic,PG,26/01/2015,upper respiratory infection (DTD)
Michael Carter-Williams,Orlando Magic,PG,28/01/2015,returned to lineup
Michael Carter-Williams,Orlando Magic,PG,06/02/2015,strained right big toe (DTD)
Michael Carter-Williams,Orlando Magic,PG,25/02/2015,returned to lineup
Michael Carter-Williams,Orlando Magic,PG,14/03/2015,ankle injury (DTD)
Michael Carter-Williams,Orlando Magic,PG,17/03/2015,returned to lineup
Michael Carter-Williams,Orlando Magic,PG,04/11/2015,strained left ankle (DTD)
Michael Carter-Williams,Orlando Magic,PG,06/11/2015,placed on IL with strained left ankle
Michael Carter-Williams,Orlando Magic,PG,14/11/2015,activated from IL
Michael Carter-Williams,Orlando Magic,PG,29/02/2016,patella tendinitis in left knee (DTD)
Michael Carter-Williams,Orlando Magic,PG,02/03/2016,patella tendinitis in left knee (DTD)
Michael Carter-Williams,Orlando Magic,PG,04/03/2016,patella tendinitis in left knee (DTD)
Michael Carter-Williams,Orlando Magic,PG,06/03/2016,patella tendinitis in left knee (DTD)
Michael Carter-Williams,Orlando Magic,PG,07/03/2016,torn labrum in left hip (out for season)
Michael Carter-Williams,Orlando Magic,PG,09/03/2016,recovering from surgery on left hip to repair torn labrum (out for season)
Michael Carter-Williams,Orlando Magic,PG,10/03/2016,surgery on left hip to repair torn labrum (out for season)
Michael Carter-Williams,Orlando Magic,PG,30/03/2016,placed on IL with recovering from surgery on left hip to repair torn labrum (out for season)
Michael Carter-Williams,Orlando Magic,PG,01/11/2016,bone bruise in left knee (out indefinitely)
Michael Carter-Williams,Orlando Magic,PG,02/11/2016,placed on IL with bone bruise in left knee
Michael Carter-Williams,Orlando Magic,PG,25/11/2016,wrist injury (DTD)
Michael Carter-Williams,Orlando Magic,PG,26/12/2016,activated from IL
Michael Carter-Williams,Orlando Magic,PG,25/02/2017,placed on IL with patellar tendinitis in knee
Michael Carter-Williams,Orlando Magic,PG,04/03/2017,activated from IL
Michael Carter-Williams,Orlando Magic,PG,10/03/2017,activated from IL
Michael Carter-Williams,Orlando Magic,PG,11/10/2017,sore knees (DTD)
Michael Carter-Williams,Orlando Magic,PG,20/10/2017,sore knee (DTD)
Michael Carter-Williams,Orlando Magic,PG,23/10/2017,placed on IL with sore knee
Michael Carter-Williams,Orlando Magic,PG,03/11/2017,activated from IL
Michael Carter-Williams,Orlando Magic,PG,05/11/2017,activated from IL
Michael Carter-Williams,Orlando Magic,PG,27/01/2018,strained left shoulder (DTD)
Michael Carter-Williams,Orlando Magic,PG,29/01/2018,returned to lineup
Michael Carter-Williams,Orlando Magic,PG,05/03/2018,sprained left shoulder (out for season)
Michael Carter-Williams,Orlando Magic,PG,06/03/2018,placed on IL with sprained left shoulder (out for season)
Michael Carter-Williams,Orlando Magic,PG,09/03/2018,surgery on left shoulder to repair posterior tear in labrum (out for season)
Michael Carter-Williams,Orlando Magic,PG,07/11/2018,illness (DTD)
Michael Carter-Williams,Orlando Magic,PG,10/11/2018,returned to lineup
Michael Carter-Williams,Orlando Magic,PG,01/11/2019,placed on IL with bruised left hip
Michael Carter-Williams,Orlando Magic,PG,05/11/2019,activated from IL
Michael Carter-Williams,Orlando Magic,PG,19/11/2019,hip injury (DTD)
Michael Carter-Williams,Orlando Magic,PG,20/11/2019,placed on IL with hip injury
Michael Carter-Williams,Orlando Magic,PG,03/12/2019,activated from IL
Michael Carter-Williams,Orlando Magic,PG,04/12/2019,placed on IL with nose injury
Michael Carter-Williams,Orlando Magic,PG,06/12/2019,activated from IL
Michael Carter-Williams,Orlando Magic,PG,22/12/2019,sprained left shoulder (DTD)
Michael Carter-Williams,Orlando Magic,PG,23/12/2019,placed on IL with sprained left shoulder
Michael Carter-Williams,Orlando Magic,PG,18/01/2020,activated from IL
Michael Carter-Williams,Orlando Magic,PG,05/08/2020,placed on IL with left foot injury (out for season)
Markelle Fultz,Orlando Magic,PG,25/10/2017,sore right shoulder (DTD)
Markelle Fultz,Orlando Magic,PG,30/10/2017,placed on IL with sore right shoulder
Markelle Fultz,Orlando Magic,PG,26/03/2018,activated from IL
Markelle Fultz,Orlando Magic,PG,20/11/2018,right shoulder injury (DTD)
Markelle Fultz,Orlando Magic,PG,04/12/2018,thoracic outlet syndrome (out for season)
Markelle Fultz,Orlando Magic,PG,11/12/2019,placed on IL with illness
Markelle Fultz,Orlando Magic,PG,13/12/2019,activated from IL
Gary Harris,Orlando Magic,SG,29/10/2014,placed on IL
Gary Harris,Orlando Magic,SG,14/11/2014,activated from IL
Gary Harris,Orlando Magic,SG,19/11/2014,placed on IL
Gary Harris,Orlando Magic,SG,25/11/2014,activated from IL
Gary Harris,Orlando Magic,SG,28/11/2015,concussion (DTD)
Gary Harris,Orlando Magic,SG,03/12/2015,placed on IL with concussion
Gary Harris,Orlando Magic,SG,11/12/2015,activated from IL
Gary Harris,Orlando Magic,SG,05/10/2016,partially torn right groin muscle (out indefinitely)
Gary Harris,Orlando Magic,SG,26/10/2016,placed on IL with strained right groin
Gary Harris,Orlando Magic,SG,05/11/2016,activated from IL
Gary Harris,Orlando Magic,SG,13/11/2016,sprained right ankle (DTD)
Gary Harris,Orlando Magic,SG,16/11/2016,placed on IL with sprained right ankle
Gary Harris,Orlando Magic,SG,25/11/2016,activated from IL
Gary Harris,Orlando Magic,SG,25/11/2016,right foot injury (DTD)
Gary Harris,Orlando Magic,SG,27/11/2016,placed on IL with right foot injury (DTD)
Gary Harris,Orlando Magic,SG,15/12/2016,activated from IL
Gary Harris,Orlando Magic,SG,07/01/2017,sore groin (DTD)
Gary Harris,Orlando Magic,SG,12/01/2017,returned to lineup
Gary Harris,Orlando Magic,SG,16/01/2017,sprained right ankle (DTD)
Gary Harris,Orlando Magic,SG,17/01/2017,placed on IL
Gary Harris,Orlando Magic,SG,19/01/2017,activated from IL
Gary Harris,Orlando Magic,SG,21/01/2017,placed on IL
Gary Harris,Orlando Magic,SG,22/01/2017,activated from IL
Gary Harris,Orlando Magic,SG,12/04/2017,sore right knee (out for season)
Gary Harris,Orlando Magic,SG,11/11/2017,placed on IL with sore right shoulder
Gary Harris,Orlando Magic,SG,17/11/2017,activated from IL
Gary Harris,Orlando Magic,SG,20/12/2017,placed on IL with right elbow injury
Gary Harris,Orlando Magic,SG,22/12/2017,activated from IL
Gary Harris,Orlando Magic,SG,17/03/2018,right knee injury (DTD)
Gary Harris,Orlando Magic,SG,09/04/2018,activated from IL
Gary Harris,Orlando Magic,SG,24/11/2018,sore left ankle (DTD)
Gary Harris,Orlando Magic,SG,30/11/2018,returned to lineup
Gary Harris,Orlando Magic,SG,05/12/2018,placed on IL with right hip injury
Gary Harris,Orlando Magic,SG,01/01/2019,activated from IL
Gary Harris,Orlando Magic,SG,08/01/2019,placed on IL with left hamstring injury
Gary Harris,Orlando Magic,SG,10/01/2019,activated from IL
Gary Harris,Orlando Magic,SG,12/01/2019,placed on IL with left hamstring injury
Gary Harris,Orlando Magic,SG,17/01/2019,activated from IL
Gary Harris,Orlando Magic,SG,01/02/2019,placed on IL with right adductor injury
Gary Harris,Orlando Magic,SG,22/02/2019,activated from IL
Gary Harris,Orlando Magic,SG,29/12/2019,bruised left shin (DTD)
Gary Harris,Orlando Magic,SG,31/12/2019,placed on IL with bruised left shin
Gary Harris,Orlando Magic,SG,02/01/2020,activated from IL
Gary Harris,Orlando Magic,SG,15/01/2020,placed on IL with strained right adductor
Gary Harris,Orlando Magic,SG,24/01/2020,activated from IL
Gary Harris,Orlando Magic,SG,31/07/2020,placed on IL with strained right hip
